time_s,force_n,normal_force_n,friction_force_n,active_particles,mean_damage
6.78333333,425.27653122,0.00000000,425.27650452,640,0.60372152
6.80000000,640.68051910,0.00000000,640.68051910,640,0.60372147
6.81666667,837.17076492,0.00000000,837.17082977,640,0.60372106
6.83333333,988.96699524,0.00000000,988.96699142,641,0.60372106
6.85000000,1096.35198975,0.00000000,1096.35212708,641,0.60372147
6.86666667,1136.86002350,0.00000000,1136.85999298,641,0.60372138
6.88333333,1112.00032043,0.00000000,1112.00023651,641,0.60372129
6.90000000,1020.97792816,0.00000000,1020.97793961,641,0.60372092
6.91666667,878.27053833,0.00000000,878.27055740,640,0.60372129
6.93333333,694.98314285,0.00000000,694.98309326,640,0.60372106
6.95000000,484.70314598,0.00000000,484.70314598,641,0.60372143
6.96666667,277.74638271,0.00000000,277.74636745,640,0.60372115
6.98333333,318.16347694,0.00000000,318.16348076,641,0.60372120
7.00000000,531.87001801,0.00000000,531.87002754,640,0.60372120
